;count_bees;count_hive;breed;club;zip_code;longtitude;latitude;distance_to_body_of_water;distance_to_field_pollen;incidents(3 months);amount_neighbours;purity;temp;humidity;windspeed;sun_hours;good_place
12344;276892.0;7.0;Apis mellifera carnica;Bienieten;8142;15.4317;46.9234;243.0;160.0;0.0;21;0.6190476190476191;22;62;10;15;1
12345;867017.0;17.0;Apis mellifera ligustica;Bienierer;8142;15.4317;46.9234;220.0;182.0;3.0;21;0.6190476190476191;22;87;4;15;1
12346;294324.0;12.0;Apis mellifera mellifera;Beeraten;8142;15.4317;46.9234;202.0;276.0;5.0;21;0.6190476190476191;22;62;10;15;0
12347;396539.0;13.0;Apis mellifera ligustica;Bienieten;8142;15.4317;46.9234;167.0;193.0;2.0;21;0.6190476190476191;20;72;4;15;1
12348;338604.0;6.0;Apis mellifera carnica;Bienenzuchtverein Ö;8142;15.4317;46.9234;241.0;207.0;0.0;21;0.6190476190476191;22;87;4;15;0
12349;253485.0;9.0;Apis mellifera carnica;Beedom;8142;15.4317;46.9234;207.0;237.0;0.0;21;0.6190476190476191;22;76;1;15;1
12350;121639.0;7.0;Apis mellifera carnica;Bienierer;8142;15.4317;46.9234;179.0;177.0;0.0;21;0.6190476190476191;22;76;1;15;1
12351;162227.0;13.0;Apis mellifera carnica;Beedom;8142;15.4317;46.9234;166.0;171.0;0.0;21;0.6190476190476191;20;72;4;15;1
12352;806494.0;13.0;Apis mellifera carnica;Bienenzuchtverein Ö;8142;15.4317;46.9234;215.0;237.0;0.0;21;0.6190476190476191;20;72;4;15;1
12353;154456.0;8.0;Apis mellifera ligustica;Bienenzuchtverein Ö;8142;15.4317;46.9234;205.0;217.0;8.0;21;0.6190476190476191;22;76;1;15;0
12354;470880.0;8.0;Apis mellifera carnica;Beedom;8142;15.4317;46.9234;236.0;200.0;8.0;21;0.6190476190476191;22;62;10;15;0
12355;480010.0;10.0;Apis mellifera carnica;Beedom;8142;15.4317;46.9234;232.0;164.0;8.0;21;0.6190476190476191;22;87;4;15;0
12356;538552.0;8.0;Apis mellifera ligustica;Bienieten;8142;15.4317;46.9234;178.0;201.0;0.0;21;0.6190476190476191;22;87;4;15;0
12357;331254.0;11.0;Apis mellifera carnica;Bienierer;8142;15.4317;46.9234;189.0;179.0;0.0;21;0.6190476190476191;22;76;1;15;1
12358;582452.0;13.0;Apis mellifera carnica;Bienierer;8142;15.4317;46.9234;197.0;149.0;1.0;21;0.6190476190476191;22;87;4;15;1
12359;682946.0;11.0;Apis mellifera carnica;Beedom;5450;13.169;47.4773;174.0;234.0;0.0;12;0.75;22;87;4;15;1
12360;521946.0;9.0;Apis mellifera carnica;Beedom;5450;13.169;47.4773;126.0;202.0;0.0;12;0.75;22;62;10;15;1
12361;372820.0;7.0;Apis mellifera carnica;Bienieten;5450;13.169;47.4773;233.0;219.0;0.0;12;0.75;22;76;1;15;1
12362;329232.0;12.0;Apis mellifera ligustica;Beeraten;5450;13.169;47.4773;192.0;178.0;0.0;12;0.75;22;87;4;15;1
12363;212751.0;7.0;Apis mellifera ligustica;Bienenzuchtverein Ö;5450;13.169;47.4773;206.0;148.0;0.0;12;0.75;22;62;10;15;1
12364;361046.0;7.0;Apis mellifera carnica;Beeraten;5450;13.169;47.4773;242.0;179.0;2.0;12;0.75;22;87;4;15;1
12365;447986.0;7.0;Apis mellifera carnica;Beeraten;5450;13.169;47.4773;181.0;198.0;1.0;12;0.75;22;62;10;15;1
12366;525186.0;9.0;Apis mellifera ligustica;Beeraten;5450;13.169;47.4773;182.0;213.0;4.0;12;0.75;22;62;10;15;0
12367;340110.0;9.0;Apis mellifera carnica;Beedom;5450;13.169;47.4773;216.0;257.0;4.0;12;0.75;22;87;4;15;0
12368;268352.0;7.0;Apis mellifera carnica;Bienieten;5450;13.169;47.4773;230.0;217.0;1.0;12;0.75;22;87;4;15;1
12369;266497.0;11.0;Apis mellifera carnica;Bienierer;5450;13.169;47.4773;158.0;186.0;0.0;12;0.75;22;87;4;15;1
12370;475353.0;9.0;Apis mellifera carnica;Beeraten;5450;13.169;47.4773;159.0;163.0;0.0;12;0.75;22;62;10;15;1
12371;576620.0;11.0;Apis mellifera carnica;Beeraten;6166;11.3519;47.134;184.0;251.0;2.0;16;0.8125;22;76;1;15;0
12372;362448.0;9.0;Apis mellifera mellifera;Bienieten;6166;11.3519;47.134;177.0;125.0;4.0;16;0.8125;20;72;4;15;0
12373;280940.0;11.0;Apis mellifera carnica;Bienierer;6166;11.3519;47.134;156.0;147.0;8.0;16;0.8125;22;87;4;15;0
12374;197639.0;13.0;Apis mellifera mellifera;Bienenzuchtverein Ö;6166;11.3519;47.134;208.0;142.0;3.0;16;0.8125;22;62;10;15;1
12375;505060.0;10.0;Apis mellifera ligustica;Bienierer;6166;11.3519;47.134;185.0;157.0;5.0;16;0.8125;22;87;4;15;0
12376;303832.0;8.0;Apis mellifera carnica;Beedom;6166;11.3519;47.134;274.0;198.0;0.0;16;0.8125;20;72;4;15;1
12377;261030.0;10.0;Apis mellifera carnica;Beeraten;6166;11.3519;47.134;202.0;224.0;0.0;16;0.8125;22;76;1;15;1
12378;509088.0;8.0;Apis mellifera carnica;Bienieten;6166;11.3519;47.134;117.0;205.0;1.0;16;0.8125;22;87;4;15;1
12379;625660.0;14.0;Apis mellifera carnica;Bienenzuchtverein Ö;6166;11.3519;47.134;216.0;146.0;0.0;16;0.8125;22;62;10;15;1
12380;42372.0;2.0;Apis mellifera carnica;Beedom;6166;11.3519;47.134;251.0;175.0;6.0;16;0.8125;20;72;4;15;0
12381;366483.0;13.0;Apis mellifera carnica;Bienenzuchtverein Ö;6166;11.3519;47.134;206.0;170.0;0.0;16;0.8125;22;87;4;15;1
12382;277576.0;13.0;Apis mellifera carnica;Beedom;6166;11.3519;47.134;204.0;234.0;0.0;16;0.8125;22;87;4;15;0
12383;444915.0;9.0;Apis mellifera carnica;Bienierer;6166;11.3519;47.134;254.0;242.0;0.0;16;0.8125;22;87;4;15;1
12384;430767.0;9.0;Apis mellifera carnica;Beedom;6166;11.3519;47.134;172.0;209.0;0.0;16;0.8125;22;62;10;15;1
12385;332332.0;7.0;Apis mellifera carnica;Bienierer;6166;11.3519;47.134;258.0;207.0;4.0;16;0.8125;22;76;1;15;0
12386;423228.0;13.0;Apis mellifera carnica;Beedom;6166;11.3519;47.134;194.0;255.0;6.0;16;0.8125;20;72;4;15;0
12387;51312.0;8.0;Apis mellifera carnica;Bienenzuchtverein Ö;3001;16.1642;48.2544;215.0;234.0;2.0;10;0.7;22;62;10;15;1
12388;399258.0;9.0;Apis mellifera ligustica;Beedom;3001;16.1642;48.2544;186.0;176.0;0.0;10;0.7;22;62;10;15;1
12389;475065.0;9.0;Apis mellifera mellifera;Beedom;3001;16.1642;48.2544;253.0;196.0;0.0;10;0.7;22;87;4;15;1
12390;177835.0;7.0;Apis mellifera carnica;Beedom;3001;16.1642;48.2544;150.0;178.0;0.0;10;0.7;22;76;1;15;1
12391;371304.0;6.0;Apis mellifera carnica;Beeraten;3001;16.1642;48.2544;230.0;169.0;0.0;10;0.7;22;76;1;15;1
12392;304469.0;11.0;Apis mellifera ligustica;Bienieten;3001;16.1642;48.2544;270.0;217.0;1.0;10;0.7;20;72;4;15;1
12393;388128.0;8.0;Apis mellifera carnica;Beeraten;3001;16.1642;48.2544;102.0;243.0;1.0;10;0.7;20;72;4;15;1
12394;220368.0;8.0;Apis mellifera carnica;Bienierer;3001;16.1642;48.2544;183.0;168.0;1.0;10;0.7;20;72;4;15;0
12395;51327.0;9.0;Apis mellifera carnica;Bienenzuchtverein Ö;3001;16.1642;48.2544;226.0;202.0;0.0;10;0.7;22;87;4;15;1
12396;225610.0;5.0;Apis mellifera carnica;Bienierer;3001;16.1642;48.2544;214.0;146.0;0.0;10;0.7;20;72;4;15;1
12397;694430.0;11.0;Apis mellifera carnica;Bienenzuchtverein Ö;7163;17.0401;47.7684;201.0;200.0;0.0;13;0.6923076923076923;22;62;10;15;0
12398;77429.0;11.0;Apis mellifera carnica;Beeraten;7163;17.0401;47.7684;270.0;215.0;0.0;13;0.6923076923076923;22;76;1;15;1
12399;185472.0;8.0;Apis mellifera ligustica;Beeraten;7163;17.0401;47.7684;199.0;133.0;0.0;13;0.6923076923076923;22;62;10;15;1
12400;585486.0;9.0;Apis mellifera ligustica;Bienieten;7163;17.0401;47.7684;213.0;228.0;3.0;13;0.6923076923076923;22;62;10;15;0
12401;68468.0;4.0;Apis mellifera carnica;Bienierer;7163;17.0401;47.7684;170.0;178.0;0.0;13;0.6923076923076923;22;87;4;15;1
12402;177584.0;8.0;Apis mellifera carnica;Beeraten;7163;17.0401;47.7684;189.0;126.0;3.0;13;0.6923076923076923;22;87;4;15;1
12403;283779.0;9.0;Apis mellifera carnica;Bienieten;7163;17.0401;47.7684;211.0;132.0;0.0;13;0.6923076923076923;20;72;4;15;1
12404;148564.0;4.0;Apis mellifera carnica;Beedom;7163;17.0401;47.7684;203.0;259.0;2.0;13;0.6923076923076923;20;72;4;15;1
12405;130424.0;8.0;Apis mellifera carnica;Bienierer;7163;17.0401;47.7684;181.0;245.0;0.0;13;0.6923076923076923;22;87;4;15;0
12406;78429.0;3.0;Apis mellifera carnica;Bienierer;7163;17.0401;47.7684;203.0;225.0;1.0;13;0.6923076923076923;22;62;10;15;1
12407;210573.0;9.0;Apis mellifera mellifera;Beeraten;7163;17.0401;47.7684;206.0;232.0;6.0;13;0.6923076923076923;22;76;1;15;0
12408;264951.0;9.0;Apis mellifera carnica;Beedom;7163;17.0401;47.7684;177.0;205.0;3.0;13;0.6923076923076923;22;76;1;15;1
12409;75190.0;10.0;Apis mellifera ligustica;Beedom;7163;17.0401;47.7684;168.0;154.0;8.0;13;0.6923076923076923;20;72;4;15;0
12410;293722.0;11.0;Apis mellifera carnica;Bienieten;9241;13.9595;46.623;171.0;142.0;0.0;12;0.6666666666666666;22;87;4;15;0
12411;373140.0;12.0;Apis mellifera carnica;Bienieten;9241;13.9595;46.623;155.0;195.0;0.0;12;0.6666666666666666;20;72;4;15;1
12412;750838.0;11.0;Apis mellifera carnica;Bienenzuchtverein Ö;9241;13.9595;46.623;211.0;172.0;8.0;12;0.6666666666666666;22;87;4;15;0
12413;91376.0;8.0;Apis mellifera carnica;Beeraten;9241;13.9595;46.623;165.0;182.0;0.0;12;0.6666666666666666;22;62;10;15;1
12414;383138.0;7.0;Apis mellifera ligustica;Bienieten;9241;13.9595;46.623;176.0;252.0;1.0;12;0.6666666666666666;22;62;10;15;1
12415;65250.0;3.0;Apis mellifera carnica;Beedom;9241;13.9595;46.623;253.0;219.0;0.0;12;0.6666666666666666;20;72;4;15;1
12416;43384.0;4.0;Apis mellifera carnica;Bienierer;9241;13.9595;46.623;126.0;111.0;4.0;12;0.6666666666666666;22;62;10;15;0
12417;351261.0;9.0;Apis mellifera carnica;Bienieten;9241;13.9595;46.623;184.0;261.0;1.0;12;0.6666666666666666;22;76;1;15;0
12418;335478.0;11.0;Apis mellifera ligustica;Beeraten;9241;13.9595;46.623;205.0;241.0;2.0;12;0.6666666666666666;22;62;10;15;1
12419;32432.0;4.0;Apis mellifera carnica;Beeraten;9241;13.9595;46.623;310.0;190.0;0.0;12;0.6666666666666666;22;62;10;15;0
12420;271752.0;13.0;Apis mellifera ligustica;Bienenzuchtverein Ö;9241;13.9595;46.623;172.0;226.0;1.0;12;0.6666666666666666;22;62;10;15;1
12421;517930.0;10.0;Apis mellifera mellifera;Bienieten;9241;13.9595;46.623;201.0;233.0;0.0;12;0.6666666666666666;22;87;4;15;0
12422;597366.0;14.0;Apis mellifera carnica;Beedom;3421;16.2749;48.3477;266.0;245.0;3.0;15;0.6;22;62;10;15;1
12423;212862.0;6.0;Apis mellifera ligustica;Beeraten;3421;16.2749;48.3477;223.0;243.0;0.0;15;0.6;22;62;10;15;1
12424;308184.0;8.0;Apis mellifera carnica;Bienieten;3421;16.2749;48.3477;250.0;213.0;0.0;15;0.6;22;62;10;15;1
12425;466991.0;7.0;Apis mellifera carnica;Beedom;3421;16.2749;48.3477;248.0;164.0;0.0;15;0.6;22;62;10;15;1
12426;105440.0;8.0;Apis mellifera carnica;Bienieten;3421;16.2749;48.3477;157.0;245.0;0.0;15;0.6;20;72;4;15;0
12427;225050.0;7.0;Apis mellifera mellifera;Beedom;3421;16.2749;48.3477;245.0;134.0;0.0;15;0.6;22;76;1;15;0
12428;659880.0;10.0;Apis mellifera carnica;Beedom;3421;16.2749;48.3477;249.0;169.0;1.0;15;0.6;20;72;4;15;1
12429;202007.0;13.0;Apis mellifera carnica;Beeraten;3421;16.2749;48.3477;175.0;221.0;0.0;15;0.6;20;72;4;15;1
12430;95084.0;11.0;Apis mellifera ligustica;Bienieten;3421;16.2749;48.3477;219.0;186.0;2.0;15;0.6;22;76;1;15;1
12431;228360.0;11.0;Apis mellifera ligustica;Bienierer;3421;16.2749;48.3477;223.0;245.0;8.0;15;0.6;20;72;4;15;0
12432;537636.0;11.0;Apis mellifera carnica;Bienieten;3421;16.2749;48.3477;130.0;207.0;0.0;15;0.6;22;87;4;15;1
12433;74452.0;14.0;Apis mellifera carnica;Bienenzuchtverein Ö;3421;16.2749;48.3477;181.0;151.0;6.0;15;0.6;22;62;10;15;0
12434;81704.0;7.0;Apis mellifera carnica;Bienenzuchtverein Ö;3421;16.2749;48.3477;215.0;176.0;0.0;15;0.6;22;76;1;15;1
12435;84312.0;12.0;Apis mellifera ligustica;Bienieten;3421;16.2749;48.3477;273.0;237.0;1.0;15;0.6;22;87;4;15;1
12436;89352.0;8.0;Apis mellifera mellifera;Bienierer;3421;16.2749;48.3477;197.0;188.0;2.0;15;0.6;22;62;10;15;1
12437;189310.0;10.0;Apis mellifera carnica;Bienierer;8674;15.8316;47.5357;219.0;187.0;0.0;15;0.4666666666666667;22;87;4;15;0
12438;174680.0;10.0;Apis mellifera carnica;Beedom;8674;15.8316;47.5357;265.0;178.0;8.0;15;0.4666666666666667;20;72;4;15;0
12439;433363.0;7.0;Apis mellifera ligustica;Beeraten;8674;15.8316;47.5357;243.0;190.0;0.0;15;0.4666666666666667;22;62;10;15;0
12440;172382.0;7.0;Apis mellifera carnica;Bienierer;8674;15.8316;47.5357;205.0;227.0;0.0;15;0.4666666666666667;22;62;10;15;0
12441;488688.0;12.0;Apis mellifera carnica;Bienenzuchtverein Ö;8674;15.8316;47.5357;215.0;178.0;7.0;15;0.4666666666666667;20;72;4;15;0
12442;396552.0;12.0;Apis mellifera carnica;Beedom;8674;15.8316;47.5357;252.0;150.0;7.0;15;0.4666666666666667;22;87;4;15;0
12443;475825.0;7.0;Apis mellifera ligustica;Bienieten;8674;15.8316;47.5357;177.0;194.0;2.0;15;0.4666666666666667;22;62;10;15;0
12444;767026.0;13.0;Apis mellifera ligustica;Beeraten;8674;15.8316;47.5357;189.0;181.0;0.0;15;0.4666666666666667;20;72;4;15;0
12445;378492.0;12.0;Apis mellifera carnica;Beedom;8674;15.8316;47.5357;195.0;192.0;0.0;15;0.4666666666666667;22;62;10;15;0
12446;690410.0;10.0;Apis mellifera ligustica;Bienierer;8674;15.8316;47.5357;141.0;212.0;0.0;15;0.4666666666666667;22;76;1;15;0
12447;88180.0;10.0;Apis mellifera ligustica;Bienierer;8674;15.8316;47.5357;197.0;220.0;4.0;15;0.4666666666666667;22;76;1;15;0
12448;249216.0;11.0;Apis mellifera carnica;Beedom;8674;15.8316;47.5357;295.0;349.0;0.0;15;0.4666666666666667;22;87;4;15;0
12449;382190.0;10.0;Apis mellifera ligustica;Beedom;8674;15.8316;47.5357;195.0;200.0;0.0;15;0.4666666666666667;22;62;10;15;0
12450;500192.0;8.0;Apis mellifera mellifera;Bienieten;8674;15.8316;47.5357;188.0;216.0;3.0;15;0.4666666666666667;20;72;4;15;0
12451;480924.0;12.0;Apis mellifera ligustica;Bienenzuchtverein Ö;8674;15.8316;47.5357;211.0;216.0;3.0;15;0.4666666666666667;20;72;4;15;0
12452;501490.0;10.0;Apis mellifera carnica;Bienieten;6474;10.788;47.1338;265.0;299.0;0.0;10;0.8;22;87;4;15;1
12453;403956.0;12.0;Apis mellifera ligustica;Beeraten;6474;10.788;47.1338;214.0;212.0;0.0;10;0.8;22;62;10;15;1
12454;167880.0;8.0;Apis mellifera carnica;Bienenzuchtverein Ö;6474;10.788;47.1338;140.0;141.0;0.0;10;0.8;20;72;4;15;0
12455;373632.0;12.0;Apis mellifera carnica;Beedom;6474;10.788;47.1338;175.0;221.0;0.0;10;0.8;22;62;10;15;1
12456;214926.0;6.0;Apis mellifera carnica;Bienierer;6474;10.788;47.1338;184.0;171.0;0.0;10;0.8;22;76;1;15;0
12457;157500.0;5.0;Apis mellifera carnica;Bienieten;6474;10.788;47.1338;292.0;145.0;0.0;10;0.8;22;76;1;15;1
12458;568251.0;9.0;Apis mellifera ligustica;Bienieten;6474;10.788;47.1338;250.0;211.0;0.0;10;0.8;22;62;10;15;1
12459;486387.0;11.0;Apis mellifera carnica;Beedom;6474;10.788;47.1338;234.0;208.0;3.0;10;0.8;22;62;10;15;1
12460;250159.0;13.0;Apis mellifera carnica;Bienenzuchtverein Ö;6474;10.788;47.1338;153.0;216.0;0.0;10;0.8;22;87;4;15;1
12461;787616.0;16.0;Apis mellifera carnica;Beeraten;6474;10.788;47.1338;147.0;172.0;7.0;10;0.8;22;76;1;15;0
12462;191300.0;5.0;Apis mellifera carnica;Bienierer;8077;15.4813;46.9981;246.0;157.0;0.0;18;0.7222222222222222;22;87;4;15;1
12463;202248.0;9.0;Apis mellifera ligustica;Bienenzuchtverein Ö;8077;15.4813;46.9981;240.0;198.0;0.0;18;0.7222222222222222;22;76;1;15;1
12464;363996.0;9.0;Apis mellifera carnica;Beeraten;8077;15.4813;46.9981;245.0;253.0;0.0;18;0.7222222222222222;20;72;4;15;1
12465;242790.0;10.0;Apis mellifera carnica;Bienierer;8077;15.4813;46.9981;284.0;186.0;3.0;18;0.7222222222222222;20;72;4;15;1
12466;260120.0;7.0;Apis mellifera ligustica;Bienierer;8077;15.4813;46.9981;240.0;174.0;4.0;18;0.7222222222222222;22;87;4;15;0
12467;565263.0;9.0;Apis mellifera carnica;Bienieten;8077;15.4813;46.9981;209.0;166.0;1.0;18;0.7222222222222222;22;87;4;15;1
12468;479088.0;9.0;Apis mellifera ligustica;Bienenzuchtverein Ö;8077;15.4813;46.9981;173.0;219.0;0.0;18;0.7222222222222222;22;62;10;15;1
12469;295610.0;14.0;Apis mellifera carnica;Beeraten;8077;15.4813;46.9981;171.0;185.0;0.0;18;0.7222222222222222;22;62;10;15;0
12470;448974.0;9.0;Apis mellifera ligustica;Beedom;8077;15.4813;46.9981;181.0;264.0;3.0;18;0.7222222222222222;22;76;1;15;1
12471;303156.0;7.0;Apis mellifera carnica;Bienenzuchtverein Ö;8077;15.4813;46.9981;245.0;239.0;0.0;18;0.7222222222222222;22;87;4;15;1
12472;87868.0;11.0;Apis mellifera carnica;Bienenzuchtverein Ö;8077;15.4813;46.9981;240.0;184.0;6.0;18;0.7222222222222222;22;76;1;15;0
12473;149607.0;9.0;Apis mellifera carnica;Beedom;8077;15.4813;46.9981;296.0;192.0;0.0;18;0.7222222222222222;22;87;4;15;1
12474;606500.0;10.0;Apis mellifera carnica;Beedom;8077;15.4813;46.9981;145.0;215.0;1.0;18;0.7222222222222222;22;87;4;15;1
12475;334752.0;8.0;Apis mellifera carnica;Beedom;8077;15.4813;46.9981;254.0;166.0;0.0;18;0.7222222222222222;20;72;4;15;1
12476;611676.0;9.0;Apis mellifera ligustica;Bienenzuchtverein Ö;8077;15.4813;46.9981;164.0;201.0;1.0;18;0.7222222222222222;22;76;1;15;1
12477;300208.0;8.0;Apis mellifera carnica;Bienieten;8077;15.4813;46.9981;201.0;209.0;0.0;18;0.7222222222222222;22;87;4;15;1
12478;286500.0;5.0;Apis mellifera carnica;Beedom;8077;15.4813;46.9981;159.0;219.0;2.0;18;0.7222222222222222;22;62;10;15;0
12479;202020.0;12.0;Apis mellifera carnica;Bienierer;8077;15.4813;46.9981;227.0;286.0;0.0;18;0.7222222222222222;20;72;4;15;1
12480;518250.0;10.0;Apis mellifera carnica;Bienieten;8483;15.8199;46.7643;167.0;121.0;3.0;12;0.9166666666666666;22;62;10;15;1
12481;483741.0;9.0;Apis mellifera carnica;Bienierer;8483;15.8199;46.7643;245.0;290.0;0.0;12;0.9166666666666666;22;76;1;15;0
12482;454510.0;7.0;Apis mellifera carnica;Bienenzuchtverein Ö;8483;15.8199;46.7643;200.0;147.0;0.0;12;0.9166666666666666;22;76;1;15;1
12483;453951.0;9.0;Apis mellifera carnica;Beeraten;8483;15.8199;46.7643;223.0;261.0;0.0;12;0.9166666666666666;22;76;1;15;1
12484;451824.0;16.0;Apis mellifera carnica;Beedom;8483;15.8199;46.7643;171.0;225.0;3.0;12;0.9166666666666666;22;87;4;15;1
12485;317765.0;7.0;Apis mellifera carnica;Bienenzuchtverein Ö;8483;15.8199;46.7643;114.0;170.0;5.0;12;0.9166666666666666;20;72;4;15;0
12486;196824.0;12.0;Apis mellifera ligustica;Bienenzuchtverein Ö;8483;15.8199;46.7643;193.0;147.0;3.0;12;0.9166666666666666;22;62;10;15;1
12487;253050.0;7.0;Apis mellifera carnica;Bienierer;8483;15.8199;46.7643;197.0;186.0;0.0;12;0.9166666666666666;22;87;4;15;1
12488;288696.0;12.0;Apis mellifera carnica;Bienieten;8483;15.8199;46.7643;225.0;231.0;1.0;12;0.9166666666666666;22;87;4;15;0
12489;267531.0;11.0;Apis mellifera carnica;Beeraten;8483;15.8199;46.7643;282.0;208.0;0.0;12;0.9166666666666666;22;62;10;15;1
12490;177550.0;10.0;Apis mellifera carnica;Bienierer;8483;15.8199;46.7643;195.0;216.0;4.0;12;0.9166666666666666;20;72;4;15;0
12491;459468.0;12.0;Apis mellifera carnica;Bienieten;8483;15.8199;46.7643;207.0;187.0;1.0;12;0.9166666666666666;20;72;4;15;1
12492;113184.0;8.0;Apis mellifera mellifera;Bienierer;8923;14.8291;47.7105;242.0;234.0;0.0;18;0.6666666666666666;20;72;4;15;1
12493;100458.0;3.0;Apis mellifera carnica;Bienenzuchtverein Ö;8923;14.8291;47.7105;234.0;205.0;1.0;18;0.6666666666666666;20;72;4;15;1
12494;350385.0;7.0;Apis mellifera ligustica;Beedom;8923;14.8291;47.7105;228.0;241.0;1.0;18;0.6666666666666666;20;72;4;15;1
12495;288769.0;13.0;Apis mellifera ligustica;Bienierer;8923;14.8291;47.7105;158.0;185.0;0.0;18;0.6666666666666666;22;62;10;15;1
12496;327560.0;10.0;Apis mellifera carnica;Bienenzuchtverein Ö;8923;14.8291;47.7105;233.0;190.0;4.0;18;0.6666666666666666;22;87;4;15;0
12497;338065.0;5.0;Apis mellifera ligustica;Bienenzuchtverein Ö;8923;14.8291;47.7105;165.0;160.0;0.0;18;0.6666666666666666;20;72;4;15;1
12498;215216.0;8.0;Apis mellifera carnica;Beedom;8923;14.8291;47.7105;181.0;193.0;3.0;18;0.6666666666666666;22;76;1;15;1
12499;714560.0;11.0;Apis mellifera carnica;Beeraten;8923;14.8291;47.7105;204.0;165.0;0.0;18;0.6666666666666666;22;76;1;15;1
12500;35819.0;7.0;Apis mellifera carnica;Beeraten;8923;14.8291;47.7105;152.0;207.0;4.0;18;0.6666666666666666;22;87;4;15;0
12501;280874.0;11.0;Apis mellifera carnica;Bienierer;8923;14.8291;47.7105;237.0;195.0;0.0;18;0.6666666666666666;22;87;4;15;0
12502;72000.0;12.0;Apis mellifera carnica;Bienieten;8923;14.8291;47.7105;226.0;215.0;0.0;18;0.6666666666666666;22;87;4;15;0
12503;227292.0;13.0;Apis mellifera carnica;Beeraten;8923;14.8291;47.7105;206.0;256.0;0.0;18;0.6666666666666666;22;62;10;15;1
12504;313080.0;12.0;Apis mellifera ligustica;Beeraten;8923;14.8291;47.7105;219.0;200.0;0.0;18;0.6666666666666666;22;62;10;15;1
12505;637571.0;11.0;Apis mellifera carnica;Beedom;8923;14.8291;47.7105;261.0;198.0;0.0;18;0.6666666666666666;22;62;10;15;1
12506;451945.0;13.0;Apis mellifera ligustica;Beedom;8923;14.8291;47.7105;265.0;133.0;0.0;18;0.6666666666666666;22;87;4;15;1
12507;574752.0;12.0;Apis mellifera carnica;Bienieten;8923;14.8291;47.7105;195.0;160.0;0.0;18;0.6666666666666666;22;62;10;15;1
12508;198585.0;9.0;Apis mellifera carnica;Beeraten;8923;14.8291;47.7105;206.0;143.0;1.0;18;0.6666666666666666;22;87;4;15;1
12509;614367.0;9.0;Apis mellifera carnica;Bienierer;8923;14.8291;47.7105;166.0;220.0;0.0;18;0.6666666666666666;20;72;4;15;1
12510;347544.0;6.0;Apis mellifera carnica;Bienieten;2230;16.7132;48.3292;225.0;200.0;0.0;17;0.7058823529411765;22;62;10;15;0
12511;101990.0;5.0;Apis mellifera ligustica;Bienieten;2230;16.7132;48.3292;175.0;247.0;0.0;17;0.7058823529411765;20;72;4;15;1
12512;491428.0;14.0;Apis mellifera ligustica;Beeraten;2230;16.7132;48.3292;281.0;187.0;0.0;17;0.7058823529411765;22;62;10;15;1
12513;144522.0;3.0;Apis mellifera mellifera;Bienenzuchtverein Ö;2230;16.7132;48.3292;210.0;198.0;0.0;17;0.7058823529411765;22;76;1;15;1
12514;355680.0;8.0;Apis mellifera carnica;Bienenzuchtverein Ö;2230;16.7132;48.3292;205.0;113.0;0.0;17;0.7058823529411765;22;87;4;15;0
12515;246732.0;6.0;Apis mellifera carnica;Bienierer;2230;16.7132;48.3292;208.0;143.0;0.0;17;0.7058823529411765;22;62;10;15;1
12516;480624.0;12.0;Apis mellifera carnica;Beeraten;2230;16.7132;48.3292;220.0;190.0;0.0;17;0.7058823529411765;22;62;10;15;1
12517;366132.0;12.0;Apis mellifera ligustica;Beedom;2230;16.7132;48.3292;238.0;149.0;0.0;17;0.7058823529411765;20;72;4;15;0
12518;394340.0;10.0;Apis mellifera carnica;Bienenzuchtverein Ö;2230;16.7132;48.3292;178.0;220.0;0.0;17;0.7058823529411765;22;87;4;15;1
12519;161472.0;8.0;Apis mellifera carnica;Bienierer;2230;16.7132;48.3292;203.0;159.0;2.0;17;0.7058823529411765;20;72;4;15;1
12520;171002.0;13.0;Apis mellifera carnica;Bienenzuchtverein Ö;2230;16.7132;48.3292;198.0;202.0;0.0;17;0.7058823529411765;22;62;10;15;1
12521;57231.0;9.0;Apis mellifera carnica;Beeraten;2230;16.7132;48.3292;142.0;187.0;4.0;17;0.7058823529411765;22;87;4;15;0
12522;212278.0;11.0;Apis mellifera carnica;Bienierer;2230;16.7132;48.3292;209.0;130.0;0.0;17;0.7058823529411765;20;72;4;15;1
12523;270630.0;9.0;Apis mellifera ligustica;Beeraten;2230;16.7132;48.3292;252.0;164.0;1.0;17;0.7058823529411765;22;62;10;15;1
12524;389008.0;8.0;Apis mellifera carnica;Bienenzuchtverein Ö;2230;16.7132;48.3292;198.0;253.0;0.0;17;0.7058823529411765;22;87;4;15;1
12525;355308.0;12.0;Apis mellifera carnica;Beedom;2230;16.7132;48.3292;167.0;210.0;0.0;17;0.7058823529411765;22;87;4;15;1
12526;84392.0;8.0;Apis mellifera carnica;Beedom;2230;16.7132;48.3292;167.0;233.0;0.0;17;0.7058823529411765;22;76;1;15;1
12527;214704.0;9.0;Apis mellifera carnica;Bienenzuchtverein Ö;9170;14.3528;46.4925;120.0;196.0;0.0;12;0.9166666666666666;22;62;10;15;0
12528;179816.0;13.0;Apis mellifera carnica;Bienenzuchtverein Ö;9170;14.3528;46.4925;222.0;161.0;6.0;12;0.9166666666666666;22;62;10;15;0
